id	anon_author_id	label	AID1	AID2	AID3
1287848404727599104	fe71cf	not	not		
1321832851529207808	449ec2	not	not		
1345094442949234692	d2728d	not	not		
1332036359255715844	b99d26	not		not	
1298975573633425412	b96fa4	not	not		
1290387286291554304	f49d2f	not	not		
1264863178737045505	72e55e	not	not		
1293596792488173568	ffa8f5	not	not		
1324691919482609664	f13f62	abusive		abusive	
1300461413001986060	5c7741	abusive		abusive	
1325867390765240321	9f077d	abusive	abusive		
1315356542296883201	ee6875	not	not		
1334563049534074882	3c8d1d	not	not		
1333722093956042752	075b1e	not			not
1362368244749901825	b11284	not	not	not	indifferent
1271678710282846208	828a22	not	not		
1351920329451589632	57b57a	not	not		
1352910452695707648	aa60fa	not	not		
1328695721046970369	d5c100	not	not		
1350385446421999617	5795a5	not	not		
1252522189120770048	503176	not	not		
1300782250477465600	1ddd2f	not	not		
1320143908614045709	b96401	abusive	abusive		
1243117215823663109	8c9671	not			not
1338360729557143552	51cf1c	not	not		
1296943964361195523	4df514	not		not	
1337769578869485568	52c00d	not		not	
1269526661629960201	532389	not	not		
1322980192411963392	5028aa	not			not
1327799282393632769	ffa8f5	not		not	
1312424483777634305	d845f4	abusive	abusive	abusive	abusive
1339537250896531456	6b9df7	not		not	
1339535199173013506	715be9	not		not	
1352519876640989184	c40e13	not	not		
1346435161995563008	c84171	abusive	abusive		
1249475444707131393	25634b	not	not		
1316650499937050624	ec89c6	not		not	
1347418434607452165	a8a018	not	not		
1242143450235047948	2b1bc5	not	not		
1344008809996550149	e138c2	not	not		
1356940155932860417	8056a6	not		not	
1306967351238307841	d3ee32	not	not		
1299988561329086464	e89e31	not	not		
1310011070279569408	d97b98	not		not	
1360555396633608192	608b65	not	not		
1321097029909647366	e575fc	not	not	not	indifferent
1286188519627595778	201d9f	not	not		
1255217193773662214	cd7485	not	not		
1338497057682763776	38aee4	not	not		
1338501235842953219	026cee	abusive		abusive	
1259457335916929024	757712	not	not		
1267473648727842816	81d803	abusive	abusive		
1320912419963719680	b36a61	not		not	
1341333307376713729	628d06	not	not		
1309764555237724160	7c52fb	not			not
1248005832039518208	5eaf76	not	not		
1319010303145893890	7e286a	not	not		
1322828303925956608	060bfe	not		not	
1323225047205584901	a9fb72	abusive	abusive		
1334598827446296579	c1cd14	not	indifferent	not	not
1245716163453235202	cb9260	not	not		
1244935547434471427	99175d	not	not		
1251190519344115714	7377d6	not			not
1315759823645036546	673c68	not		not	
1314124887485747200	247b81	not	not		
1314854517830234113	e03e2c	not	not		
1353875300527071234	9a2612	abusive	abusive		
1362452797099229190	40c740	not	not		
1320642904944189440	78ff79	not	not		
1293452289278189568	0bf5af	not	not		
1324223070584905728	d04c12	not	not		
1290396750507909128	e48441	not	not		
1357582239639420928	104efc	not		not	
1251469229943066627	91704a	not	not		
1340704276444815367	7a1a17	not	not		
1286661850688610304	e95798	not	not		
1300901182265798656	8e902a	not			not
1355500494484070402	480bd5	not	not		
1341411197741109251	32e374	not	not		
1265605233763385350	a9bc55	not	not		
1321689580240801792	2bd8ab	not	not		
1363047520973250560	fe7a45	not		not	
1301619141556797440	58f2a1	abusive		abusive	
1329158295886688257	a48c18	not	not		
1359251233836568577	495278	not	not		
1352384613889486849	fb8f84	not	not		
1299441008053309442	2ca831	not		not	
1293945762162900994	d3ee32	not	not		
1341002003657469952	de0523	not	not		
1251131651381395456	a4ac62	not	not		
1358707131097169920	2412a1	not	not	not	indifferent
1339147033563762689	3a00a6	not	not		
1347456777848238080	99a306	not	not	not	not
1334003752601317376	d70bc6	abusive	abusive		
1331228153986097158	1ddd2f	not		not	
1310168480373764096	b89d48	not		not	
1318313940644974596	d9f180	not	not		
1324674563444277250	9ee89c	abusive		abusive	
1268573423388839936	d03c2e	not		not	
1300355337858543618	4b6358	abusive	abusive		
1348733423272267777	31b401	abusive	abusive		
1349364713897996288	1ddd2f	not			not
1321476092260196363	99b213	abusive	abusive		
1355627371647397888	e94c16	not			not
1337709531049103361	456ed6	abusive	abusive		
1322879584900177920	3ea38f	not	not		
1318591280885256192	dfe062	not	not		
1359771225199964161	18197a	not		not	
1300018086322593792	2debfc	not		not	
1335148222197735427	b59ab5	abusive		abusive	
1361356807504089089	6e0620	not	not	not	not
1322979146423848962	d730c9	not	not	not	indifferent
1301160657958600705	1ddd2f	not			not
1337725545006714880	c20280	not		not	
1358775726422581250	262daf	not	not		
1349060316915781632	561c26	not	not		
1357681820838559745	fc9d56	not			not
1341287290774163458	f1e52e	abusive	abusive		
1363052212914708480	ab84dd	not		not	
1297156155500834821	6b8f2d	not	not		
1347925676012298242	31e59a	abusive		abusive	
1350083084725727233	b116c8	not	not		
1255399035571187713	2f0e42	not	not		
1290914146087829505	76865d	not		not	
1336237849314816000	c0fc4e	not	not		
1341279150104059904	2f121e	not	not		
1316042659040047105	561c26	not	not		
1291355903917260800	3e683f	not	not		
1350147219643625477	0396f5	not			not
1339325566483378176	3ced67	not	not		
1321146818814709760	f6feb3	not	not		
1341695861110300672	1d9199	not	not		
1337363677226409986	e1ae9a	abusive		abusive	
1310491276480057349	1078c7	abusive			abusive
1355829290827472896	cda174	abusive	abusive		
1317031392925155329	c7aa4c	not		not	
1283071193973772288	61b2ed	not	not		
1321444866337984512	36b62c	not	not		
1340777883191664640	95a2f0	not	not		
1357759600712421376	98a8cc	not			not
1319554977115869185	33671e	not	not		
1265532895374069760	7bf79e	not	not		
1352293561316814850	c25a11	not	not		
1322227677068230657	898447	not		not	
1294540621374468096	1e5f20	not	not		
1333783306584817666	71999f	not		not	
1342412694918471680	074015	not	not		
1353118975367016450	ea370b	abusive	abusive		
1349809925334196228	c26395	abusive	abusive		
1340954635864068101	3c7852	abusive	abusive		
1340421140846698496	7781ef	not			not
1341503085378740224	9027a7	not			not
1251258138931736581	22ac4c	not	not		
1293572041921224711	71217b	abusive	abusive		
1282348814339379200	b4dc06	not	not		
1346004776442613760	8cfc1c	not	not		
1262087110212845570	e043cf	abusive	abusive		
1350831176680923137	bf65e5	not			not
1326185285189836800	945aed	not	not		
1295381147250241537	d3ee32	not	not		
1289160026792185857	409d7f	not	not	not	indifferent
1305058093642981377	7efe89	abusive	abusive		
1289594195364126720	3f3ced	not		not	
1313493313362759686	b350f6	not	not		
1352196230625939460	5cd4e1	not	not		
1246754851700293632	f1bb97	not	not		
1264535427714822145	8f6137	abusive	abusive		
1321453865133375494	d03c2e	abusive		abusive	
1349628355914719238	0671c5	abusive		abusive	
1250496029994233857	6814b0	not		not	
1351838180488712192	95f366	not	not		
1322304285871407104	5c4331	not	not		
1330165378882949120	a6d99e	not	not		
1275780113125314561	61e3f0	not	not		
1359435687297249280	5a02b4	not			not
1325403835045720065	b9f628	not			not
1363081748368785414	3e8dfa	not	not		
1334210771639734275	6bf4f8	not	not		
1318532731719090178	7732b9	abusive		abusive	
1299210002083786753	a22a5c	not	not		
1260229266169638912	75cb47	not		not	
1351471092293103616	f13f62	not	not		
1331193186493009920	d05c71	abusive		abusive	
1334868540818673664	89596c	not	not		
1339874551858081794	f4862e	not			not
1359436571901108227	c6e8f2	not			not
1316359686539685888	8af4e1	not	not		
1309807008149889026	503a73	abusive		abusive	
1314269470341332992	e2c8ff	not	not		
1301101459669385222	be1176	abusive	abusive		
1341533476684787712	1c5d6d	not	not		
1352357414729822208	65ecb8	not	not		
1362689548870946817	573842	not	not		
1236693807573458945	b8648e	not	not		
1308747925909057536	3d54d6	not	not		
1275711007797719043	7c4f1e	abusive	abusive		
1332309305949872128	d7bab6	not	not		
1300545882627207168	66fd19	abusive	abusive		
1315681255732772869	8d1565	not			not
1362459075603218433	6e0620	not	not		
1346737423124987904	5aeb23	not		not	
1354652387873587203	5d49e9	not	not		
1301133393753714688	10f0a9	not	not		
1350166291663958017	bf0c93	not	not		
1325828288376434688	9f077d	abusive	abusive		
1339621484348792832	56c00c	not	not		
1334432898674520064	e1a1f8	not	not		
1320609641970192384	6bc31a	not		not	
1295440983455399940	fe7a45	not		not	
1347967567768465410	bd683b	abusive	abusive		
1232565182049783814	ea11ab	not	not		
1352310103945469952	e138c2	not			not
1359447971654467585	79adf5	not	not		
1282964455731666945	6db5e7	abusive	abusive		
1293223547809288192	51dda4	not	not		
1298574002873671680	037f54	not		not	
1321482115813462016	29ca60	not		not	
1279321082269503488	7f4d15	not	not		
1340633028696092672	9f6bdc	abusive		abusive	
1253245507650150401	b68fd8	not	not		
1314827604063641600	baba78	not	not		
1312673890909458433	025c43	not	not	not	not
1280832527704494083	1fa9e7	not	not		
1293469034277740544	0f6512	not	not		
1273578673975840770	a0f821	not	not		
1347583074968739842	17e537	not	not		
1297264846350757889	49b82f	abusive	abusive		
1320750780442415105	a16732	not		not	
1301491046044622850	200430	abusive		abusive	
1248929479453442048	60fabc	not	not		
1316740776127344640	499e4f	not			not
1354850562861359108	bf0c93	not	not		
1341557871402770432	5c185a	abusive	abusive		
1298647180736188417	a9fb72	abusive		abusive	
1346550078769651712	a9e7bc	not	not		
1329166580341731331	777ed5	not	not		
1294222477363642368	ee04e6	abusive	abusive		
1353794389173293056	60fabc	not	not		
1287504727006216193	45ee8b	not	not		
1341069486317854729	7ff45b	abusive	abusive		
1334598747653885953	4cdbd8	not	not		
1297139622326218753	22d2a7	not		not	
1325819013386170370	4538f3	not			not
1239184189259423745	3a131f	not	not		
1296729406656978945	53e652	not		not	
1293866298573758465	4b6358	not		not	
1335136857177337856	c1d72d	not		not	
1268498770012053506	aca555	not	not		
1287397732903157761	5d1d64	not	not		
1243162803793526791	81d803	not		not	
1354499802059452418	87de6e	not		not	
1344353951760719873	1cce3e	not	not		
1281331805866647553	c9720b	not	not		
1296346511857590272	e7f0f5	not	not		
1274816349886394369	5d499c	abusive	abusive		
1263505736060923907	b765b3	not			not
1298579486280122368	c16bbc	not		not	
1355234772289777667	24feff	abusive	abusive	abusive	abusive
1329477459201421313	325b69	not		not	
1349043579453382663	e7ac40	not	not		
1354869211689005059	45053e	not	not		
1300826588972560384	abbc0b	not		not	
1303547011413815297	c641e3	not		not	
1298572139457585154	a4aab7	not		not	
1334524597060980740	184c4b	abusive	abusive		
1293565335103328256	367ddd	not	not	not	indifferent
1261003557807022080	2b89a3	abusive			abusive
1298363858034327552	cd5596	not			not
1349273037628076035	1e861e	not		not	
1328611243578560512	92b4f6	not	not		
1340312825298874371	b6c41c	not	not	not	not
1327274192836960257	b5c792	not	not		
1355809164191264779	8fff10	not		not	
1323158958694113284	f9c631	abusive	abusive		
1327901972184375297	10b5db	not	not	not	not
1247943653835898880	f8c020	not	not		
1348727421344821251	047c4e	not	not		
1276631604283260929	324eca	not	not	not	indifferent
1339567640860344331	1ddd2f	abusive	abusive		
1342869188730351617	0585fb	not	not	not	not
1344399535813099523	2e7c80	not	not		
1315011589360308224	27e53e	not			not
1321813345104764928	247b81	not	not		
1294568176114700288	367cf2	not	not		
1320391466741567491	070c04	not	not		
1300779601527009280	751d92	not		not	
1338510541741060154	1e387d	not	not		
1321951451959173120	ec5671	not	not		
1274601535578812416	f038a6	not	not		
1334060252543725571	31e7e3	not	not		
1352595431331688448	03e0f6	not			not
1300805634582085634	4b6358	not	not		
1242802828994895874	aa5a6a	not	not		
1321827645110263808	8b2a0b	not	not	not	not
1316692911896096771	76ea2d	not		not	
1286647905311481857	18197a	not	not		
1332999525657559041	0b5998	not		not	
1326193451529015297	9f077d	not	not		
1282199854748520448	5c7741	not	not		
1348717232549990400	3c551e	abusive	abusive		
1302185330628595717	01c075	abusive	abusive	abusive	abusive
1352573390499049474	6aced9	not	not		
1315723599903436808	8a8447	not		not	
1356687385778679809	9129ca	not	not		
1301082752402554880	68c715	not		not	
1289866100012965888	25eb16	not	not		
1346742944016044032	923008	abusive	abusive		
1348289899573760000	8fc377	not	not		
1319625580762042369	0f85a4	not			not
1224375411808837632	8dbbdc	not	not		
1336352594835484672	257fe3	not		not	
1324772635939659779	257fe3	not			not
1295079106250448902	9dc02d	not	not		
1315017136063029249	e80b0a	not			not
1298623133767933963	e37a38	not	not		
1350153841589841923	c84171	not	not		
1292541463289638915	e37a38	not			not
1286244757849681921	ca791c	not	not		
1263087058693828609	828cc3	not	not		
1237627711897690113	f69cbd	not			not
1346371814121992193	8dbd86	abusive	abusive		
1315986080408178688	d8521a	not	not	not	indifferent
1328332352033087490	93b603	not		not	
1351033204560568325	68bb62	abusive	abusive		
1287815843561254914	142e89	not	not		
1287726586494672896	5e9ccc	not			not
1320407521551667200	467dd4	abusive	abusive		
1329852377537662977	9daba1	abusive	abusive		
1259271398087942146	015990	not	not		
1352797899105705986	3ae353	not	not		
1315264916773900288	8f190a	abusive	abusive		
1233718648302424068	9df8e3	not		not	
1357006824734674957	9db86c	not	not		
1362011921340375045	f6feb3	not			not
1312045240954621954	3c04a9	not	not		
1254387390107582465	742f7c	not	not		
1306598871196299267	5e73ae	not	not		
1350103210661474305	5c691e	not		not	
1346772950016516096	b98277	not	not		
1253028354183307266	d3ac05	abusive	abusive		
1337855962615590913	8ccc86	not	not		
1326644959114629122	edd366	not	not		
1325465739655049216	9f077d	not		not	
1257848732823019520	46d9c7	not	not		
1308837318237794305	ef5ee7	not			not
1276918963830771712	c54978	not	not		
1289201843034157066	4f44f5	not	not		
1339315781453099008	d79811	not	not		
1325476092761747457	9f077d	abusive	abusive		
1353351551734177792	0640fd	not	not	indifferent	indifferent
1309909383992741888	afa864	not	not		
1300777779202592770	e88059	abusive		abusive	
1260445773382258690	a7de58	not	not		
1360324390588719105	0a06ed	abusive	abusive		
1296897380541845504	decb8f	not	not		
1238857523291197441	180e41	not	not		
1290315940769550336	278da3	abusive	abusive		
1260541659013619712	55e3e0	abusive		abusive	
1311896460657647622	1c481d	not	not		
1328265071596810240	f350a9	not	not		
1328420277529743360	c135d3	not	not		
1357355525588062210	0640fd	not	not		
1341180187849990144	f3cba3	not	not		
1232940371954601986	229993	not	not		
1247865743099809792	1bd697	abusive	abusive		
1349867253320327171	bba999	abusive	abusive		
1341284545497325568	5c4eb6	not	not		
1356327869803327489	25eb16	not	not		
1264557710042976256	60e3b4	not	not		
1344229125914034176	61f9d1	abusive	abusive		
1322922890581430278	3608f2	abusive	abusive		
1317331785349476354	578dc3	not	not		
1245722717275463682	1d9199	not	not		
1301030946951626752	4e6a92	not	not		
1337900169975783430	c9720b	abusive		abusive	
1328047883237675011	c93a09	not	not		
1256566037476184064	a9bc55	not		not	
1248625795280461830	fb57aa	abusive	abusive		
1299312270279933952	b76792	not	not		
1301075491877777409	1ddd2f	not	not		
1340596439009927170	422d37	abusive	abusive		
1298631821131948032	283676	not		not	
1360218173644165123	3d9b2f	abusive	abusive		
1247517951772614656	5c7181	not	not		
1284146166612008960	9688c4	not	not		
1261274895222177794	c669d6	not	not		
1361572214450122752	0f26f7	not			not
1351824747332562944	764170	not	not		
1277920645574246403	a71e9f	not	not		
1349833190446395395	b45354	not	not		
1306160587622285313	b765b3	not		not	
1324771785687109636	257fe3	not		not	
1358530013583323137	2f0e42	not	not		
1288078866402222080	219de9	not	not		
1326485095977537541	be025d	not			not
1323893288856899584	b123d0	not	not		
1340614802176159747	9f6bdc	not		not	
1357474613710708736	b0f401	not	not		
1358667373700665357	4aee33	not		not	
1362173208523395075	58cfd9	not	not		
1282665836537315332	43d4b2	not	not	not	indifferent
1332562427649593344	34798c	abusive	abusive		
1267749539668275200	d8dfdb	not	not		
1319981939005194240	810de2	abusive	abusive		
1319934083812687877	3608f2	not		not	
1339147389026889729	1ddd2f	not	not		
1338374133760094208	a4fba0	not	not		
1272158801223917568	840ee9	not	not		
1289109374032543744	31cafd	not	not		
1313184164221464577	3a1149	not			not
1322571029475168265	bd683b	abusive	abusive		
1347605032489938951	970732	not	not		
1351797420028555264	ec89c6	not		not	
1268922072341843969	573842	not		not	
1291270472206876672	b59ab5	not			not
1298693117697236992	573842	abusive	abusive		
1280595510857011201	f54748	not	not		
1287370054062034944	185905	not			not
1337450686762668032	a4d3b6	not	not	not	not
1310514667962478597	801771	not	not		
1326525820228284416	9f077d	not	not		
1246896077460180992	71861d	not	not		
1348020700821540864	9d7af6	not			not
1312195321682780161	0b35b3	not	not		
1271045948475654144	310bac	not	not		
1337159070567051271	b7d571	abusive	abusive		
1346092137360797696	f71835	not	not		
1344663432981843970	1172bf	not	not		
1312668651468644353	da4c84	not	not		
1354012947283062784	abbc0b	not	not		
1340246951779033095	bd683b	abusive	abusive		
1359505253641707525	3e8dfa	abusive	abusive		
1350417250516393986	b5f1c1	not	not		
1269707940543561730	16d9fb	abusive	abusive		
1331207722965086214	491405	not	not		
1259431525961039872	d24420	not	not		
1351142821005324288	60fa40	not	not		
1290578477821952001	4b6358	not	not		
1339991624433213441	9808b1	not	not		
1333826376600870916	c1d72d	abusive			abusive
1340035614989840387	edc319	not	not		
1347942240035991554	d8dfdb	not		not	
1347325932579803142	fbc7c4	abusive	abusive		
1246489957449052160	e1ae9a	not	not		
1306137028799664133	94a910	not		not	
1354094917086306305	1f0f6c	not	not		
1301898315949379585	77a244	not			not
1300341176340541440	b3e1fb	not	not		
1294195836541427712	71217b	not	not	indifferent	indifferent
1238936895217950723	071d13	not	not		
1325470459299835907	9f077d	not	not		
1353668397616275458	c7e192	not	not		
1276996175179243521	44dd16	abusive	abusive		
1318512667200524288	1a2418	abusive		abusive	
1262384565764665347	e962dc	not	not		
1354052189573025793	0617b7	not	not		
1294713703154298882	93e5c1	abusive		abusive	
1332392317483962368	8ef0e2	not	not		
1325154636551000065	1b71b5	not	not		
1338107950968221697	4cdbd8	not	not		
1317934437431205896	c21e69	not			not
1299669221379584002	b2a5d3	not	not		
1329324955604029442	4c912a	not		not	
1294470752742379520	25c78e	not		not	
1344266278425530368	760712	abusive	abusive		
1290330669856501761	d90548	abusive			abusive
1324375310779981825	24faf1	not	not		
1266014174498426881	d037b2	not	not		
1354648765983039493	4e3bfd	not	not		
1353419655570927616	6460d5	abusive	abusive		
1350531511578202125	5d4da7	not			not
1284407028224593921	409794	not	not		
1324842213914849280	2eeb60	not		not	
1334249343730245634	31e7e3	not	not	not	not
1303036693201784844	aec98c	not	not		
1342742402059137024	8a986d	abusive		abusive	
1356989789715771394	633a58	not	not		
1302515750872190977	5a7353	not	not		
1269146876806340608	7377d6	not	not		
1361720078153187339	d79811	not	not		
1352890958472470528	06634b	not	not		
1321903797287997440	7fd896	not	not		
1330605434466676739	661f63	not			not
1329177519707271169	24e207	not			not
1268856998860382208	de043f	not			not
1255567447211618304	bc5123	not	not		
1290732989152989184	4b6358	abusive	abusive		
1316061506111504385	352d5b	not	not		
1336656458948235264	52c00d	abusive	abusive		
1341093783153348608	c449d6	abusive		abusive	
1320097066664759298	b71fc8	not		not	
1333816884924469249	c1d72d	abusive		abusive	
1321422880215879686	5c1129	not		not	
1239825427088191488	3c4ce5	abusive	abusive		
1320912878808039424	f02151	abusive			abusive
1314591434750689280	0f4817	abusive			abusive
1356136026947936259	dffca4	not	not		
1289851808979005441	ac3b25	not	not		
1329777158647128064	f47636	abusive	abusive	not	abusive
1350500619816202246	9a2612	not		not	
1325467074538467328	9f077d	not	not		
1354343047472029699	2ea03f	not			not
1287780571977064458	19e961	not	not		
1336400983803518980	257fe3	not		not	
1254415232581210113	211db5	not	not		
1335396753873530881	5d49e9	not			not
1301429435288162305	957fe1	not	not		
1334057338475515904	4cdbd8	abusive	abusive		
1325385611608526849	3146eb	not	not		
1340287104451026949	416083	not			not
1298563345038155776	1264c1	abusive		abusive	
1256385714159157248	f7d681	abusive		abusive	
1229822774987952128	d6f37f	not			not
1342892750325370889	f07ee8	not	not		
1245443875076005892	578dc3	not	not		
1293984012181143552	4b6358	not	not		
1237365865907093504	9c4b06	not	not		
1340050337013620736	36d33c	not	not		
1353666513325223936	cb9260	abusive	abusive		
1331240001665986565	c8b68d	not	not		
1318230894663110656	c1d72d	not		not	
1255409661659971585	7efe89	not	not		
1317051267445915654	923363	not	not		
1323316166400552966	a9fb72	abusive		abusive	
1300337358433398784	64dfbc	abusive	abusive		
1300874798902509572	34a4fe	not	not		
1263018030612783106	1172bf	not	not	not	indifferent
1328260082136715264	257fe3	not			not
1354375066079920128	ce5212	not	not		
1312078265310416896	243e1e	not	not		
1346245726544814082	3ae353	not	not	not	not
1251861596294561792	c9f946	abusive	abusive		
1286947124446408704	a197e2	not			not
1363125310175268868	6bb7da	abusive	abusive		
1280875103958503425	c2f78d	not	not		
1359115122132721664	a5e0d5	not	not		
1281284555652116481	680294	abusive	abusive		
1298569438590119941	49cde6	not		not	
1260915177052143617	1d8bb6	not			not
1288225451614273537	6ea5d9	not		not	
1333894603645345794	16cdd3	not	not		
1301503410123034625	4e6a92	not	not		
1281943335649894400	d0e724	abusive	abusive		
1275831276994539520	896743	not		not	
1346734192105816065	1ddd2f	not		not	
1315940966960898049	02afab	not	not		
1353278704668061697	d7c049	not	not	not	not
1327226533975625731	5c1866	abusive	abusive		
1309461334401134592	4d5111	not	not		
1361013159423787010	963c92	abusive		abusive	
1320653261347708929	7f775c	not		not	
1298734035922022403	3b8d8f	not		not	
1287649812666552320	c669d6	not	not	indifferent	indifferent
1325342041568649217	c5d16d	abusive	abusive		
1298944853359972352	9732be	not		not	
1248390158489018369	84d349	not	not	not	not
1347094534497427456	f13f62	not	not		
1297237249545863169	2147bb	not	not		
1325368313455763456	c1d72d	not		not	
1309238410578722816	b53026	not	not		
1293972413508653063	77901c	not	not		
1334065906012590085	e14752	not	not		
1315205394659250177	1aecf3	abusive	abusive		
1322215445320126464	4c97ec	not	not		
1288472101956050944	aec98c	abusive	abusive		
1259651286288543744	d77ff9	not	not		
1272163357882277891	f8d126	not		not	
1348896598361833473	e61583	not		not	
1361972019894575104	841af7	not	not		
1343275591483744256	15d63f	not	not		
1281440494229299200	497094	not	not		
1351215109591412741	181b04	not	not		
1356620661767221255	95d7aa	not		not	
1327151180108226562	24b52e	not	not		
1345092839852691457	b44c4e	not	not		
1357127179944026115	8b5135	not	not		
1361373887959887872	18ed46	not	not		
1318955110282760193	9413d7	abusive	abusive		
1287493183358808066	9688c4	not	not		
1355227874157064193	257fe3	abusive	abusive		
1301547935298093056	dd0b1f	not			not
1239895976317538306	872fc4	not	not		
1339262202981871616	e24e60	not		not	
1321723555315404802	2278a4	not		not	
1306955377406349312	5e73ae	not		not	
1301199755679236098	4e6a92	abusive	abusive		
1326958298952847361	5c1129	not	not		
1280300377565540352	dd68cb	not			not
1360217567848185858	0640fd	abusive	abusive		
1349783200202182665	a79290	not			not
1301517722233249797	20e500	not		not	
1330899794257211393	df52fe	not	not		
1344585512854712320	353575	not	not		
1290715447965421569	96191c	not	not		
1311028576326647813	b13145	not	not		
1339534876991770625	3d9b3c	not		not	
1287360213851439104	027fa0	not	not		
1362752719677718549	35be4a	not		not	
1315277319444070402	d610fe	not	not		
1338750254787796993	2cfbc8	not			not
1334035694382166016	dc138a	not	not		
1243804337530376192	ad1c4a	not	not		
1359169044688101385	4b2819	not	not		
1300066669679779841	f73aff	not	not	indifferent	not
1314748303008059392	3c7852	not	not		
1329911165766545409	a04c22	not	not		
1302216068614717440	3bf5cc	not	indifferent	not	not
1339442821808447493	00c141	not		not	
1290393230736007174	55c286	not	not		
1310681092266041350	5e73ae	not		not	
1307015779045519367	4254f1	not	not		
1334899488092266505	d4acf2	abusive	abusive		
1360306989780271106	8b64c5	not		not	
1349641356596158464	09a20d	not	not		
1319282729083498499	a9fb72	abusive	abusive		
1318928370411995137	94b58b	not	not	not	indifferent
1257721355073716228	4a37ff	not	not		
1359569933768785923	fe3ae3	abusive	abusive		
1339996352940523523	434132	not	not		
1301514247969689608	15f123	not	not		
